Date,MMM_42,ABT_53,ABBV_123,ACN_120,AES_4,AA_18,AGN_129,ALL_32,GOOG_87,MO_71,AMZN_103,AEP_8,AXP_47,AIG_73,AMGN_58,APC_122,BUD_29,APA_112,AAPL_88,T_68,AVP_5,BKR_17,BAC_78,BK_84,BAX_25,BRK-B_110,BIIB_128,BLK_143,BA_44,BMY_37,CPB_0,COF_83,CAT_34,CBS_old_16,CELG_131,CHTR_144,CVX_70,CI_3,CSCO_69,C_79,KO_59,CL_26,CMCSA_55,COP_89,COST_108,CVS_86,DHR_142,DELL_40,DVN_105,DOW_30,DUK_140,DD_31,EBAY_117,LLY_118,EMC_22,EMR_115,ETR_13,EXC_33,XOM_81,F_10,FB_127,FCX_109,GD_23,GE_80,GM_126,GILD_99,GS_50,HAL_24,HIG_20,HPQ_2,HPE_61,HD_54,HON_28,INTC_64,IBM_67,IP_12,JNJ_74,JPM_72,KMI_134,KHC_141,LMT_106,LOW_104,MA_90,MCD_36,MDT_41,MRK_60,MET_102,MSFT_77,MDLZ_125,MON_98,MS_57,NOV_92,NWSA_111,NEE_139,NKE_107,NSC_14,NYX_91,OXY_93,ORCL_49,PYPL_135,PEP_62,PFE_76,PM_6,BKNG_133,PG_75,QCOM_95,RTX_15,RF_82,SLB_51,SPG_119,SO_19,S_old_39,SBUX_121,TGT_35,TXN_38,TWX_52,TFCFA_124,UNP_113,UPS_56,UNH_94,VZ_63,V_114,WBA_100,WMT_65,DIS_46,WMB_7,XRX_11
2000-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-14,-0.03345498783454992,-0.028168959287790285,,,0.15125324114088157,-0.052132681185123264,0.19177350427350426,-0.012755102040816313,,0.0237467018469657,-0.07637017070979335,0.005576208178438735,0.0463305066592834,0.04166669452054794,0.004595588235294157,-0.021374927787406017,,-0.02901031909282248,0.009421506022672332,-0.04815864022662886,-0.06625000000000003,-0.044619422572178435,0.037227214377406836,0.03300335795605269,-0.05642930181434236,-0.06538466673710619,0.06635887579517141,0.10236220472440949,-0.007052186177715081,-0.01916057929536452,-0.045608108108108114,0.028846153846153744,-0.02579132473622514,0.07162534435261714,0.04330708661417315,,-0.03667820069204153,-0.052863436123347984,0.015938606847697656,0.07407407407407418,0.005144032921810648,0.022199798183652808,0.15191745132743373,-0.030470992399432295,0.054398925453324365,-0.046511627906976716,-0.01759131120659485,,0.014678899082568808,,0.012790667916666942,-0.007142898223885696,-0.006957281016543582,-0.038698328935795945,0.01732166138945801,-0.02108433734939763,-0.024154589371980673,0.09026548672566381,-0.013980868285504044,-0.052631563167819584,,-0.031847133757961776,-0.05111111111111111,-0.002065318823940787,,0.04952405937055171,0.03709311127933379,-0.05222734254992323,-0.025104602510460206,0.08303253995334292,,-0.02460629921259838,0.014830502523413669,0.25685975609756095,0.05396475770925102,-0.04690832308840187,-0.029145077720207246,0.015463917525773141,,,-0.04373177842565601,0.006976744186046435,,0.06857366771159867,0.03846153846153855,-0.010842368640533784,,0.007291082445316954,,,0.08493827160493828,0.007751927321675067,,-0.026610554621848803,0.07180165013054829,0.03625377643504524,,0.014409115659970162,0.03325272067714624,,-0.038205980066445155,0.07246376811594213,,-0.0065502183406113135,0.0042918454935623185,-0.06374999999999997,-0.0029297185836467676,0.04891313595657221,0.0456960680127525,0.023316086125905855,-0.022784793172392792,,0.060150366291670476,0.025925925925925908,0.1476063829787233,-0.14238728244484034,0.17918676774638187,0.016551724137930934,0.04048964218455753,0.005096774387162384,-0.04250795469314128,,0.06320541760722342,-0.058394160583941646,0.07831322731064994,0.0351851905375844,-0.03084831925794851
2000-01-21,-0.04405286343612336,-0.09601454270175258,,,-0.03903903903903905,-0.059499987739284554,-0.09233527566113842,-0.028423772609819098,,-0.09278350515463918,-0.03404669260700388,0.005545286506469571,-0.04898125214279414,-0.08876712091406269,0.09332113449222335,0.05312868949232574,,0.13181021318515906,0.10827721482710628,0.023809523809523725,-0.029451137884872747,0.0,-0.09529702970297027,-0.07028757675960173,-0.04705873451588993,0.005878924162257437,0.27922077922077926,-0.0071428571428571175,0.03835227272727271,-0.08930232584323794,-0.06371681415929209,-0.11615487316421891,-0.0878459687123947,-0.0128534704370179,0.018867924528301883,,0.01795977011494254,-0.07519382325581403,0.0714700755374782,-0.026939655172413812,0.09518935516888427,-0.031589338598223105,0.016645243876251214,-0.024285615082185075,-0.01146496815286624,-0.0383275261324042,-0.09228656415975955,,0.1952983725135624,,0.03788750398916174,-0.1214029023532881,0.12470810601268578,-0.05215004574565418,0.10765287440497984,-0.014358974358974375,-0.04207920792079212,0.009740259740259827,0.014925373134328401,-0.025362347506124427,,-0.03289473684210531,-0.07494145199063229,-0.0455297898644792,,-0.09437385473697513,0.0007299270072993469,0.09886547811993518,-0.1316165951359084,0.005555538157037798,,-0.03128153380423815,-0.143006271569469,-0.04972710733778052,0.01567398119122254,-0.10290828812299746,-0.04069379586390931,-0.012690355329949221,,,0.024390243902439046,-0.12471131639722866,,-0.0363036303630363,-0.007122507122507171,-0.022765598650927532,,-0.07572383073496658,,,-0.035047792444242165,0.24615391964970623,,0.01294954700896267,-0.012180267016398183,-0.08163265306122447,,-0.014204442209291068,0.11761263897015795,,-0.0017271157167529916,-0.05236486486486491,,0.11648351648351651,-0.12232905982905984,0.10324877614597239,-0.04995101211173425,-0.04404146761461425,0.07317073170731714,0.02784808557668006,0.015544006997439075,,-0.05555562280009485,-0.0640794223826715,0.027085756662804217,0.02372962607861928,-0.03389830508474567,-0.05020352781546811,-0.026244343891402733,-0.05273833671399597,0.06659266910769612,,0.01698513800424628,-0.03197674418604646,-0.02420849833427985,0.12164584614858565,-0.06100797516104328
2000-01-28,-0.028308097432521384,0.022044134554505934,,,-0.04531249999999998,-0.07868160419351733,-0.006172839506172867,-0.0292553191489362,,-0.05681818181818177,-0.0060422960725075026,-0.02941176470588236,0.04326327228547666,-0.018641039020034444,-0.20083682008368198,-0.07847533632286985,,-0.07763976189035937,-0.08703019131428724,-0.08720930232558144,0.1055172413793104,-0.0851648351648352,0.001367989056087593,0.03780065671532484,0.03189296732578195,-0.029807129462094517,-0.13197969543147203,0.0,-0.023255813953488413,0.050051071610923925,-0.1058601134215501,-0.031722054380664666,-0.08179419525065967,0.0,0.12962962962962954,,-0.06774876499647142,-0.02682310885024264,-0.09869848156182215,-0.0055370985603543366,-0.1485981308411215,-0.02956167176350666,-0.13350124467511326,-0.0658858149575049,-0.05154639175257736,0.009057971014492683,0.025796581523502615,,-0.0907715582450832,,0.008849577647730866,-0.06038893912760346,-0.01951824761651688,0.008687258687258614,-0.15603305785123966,-0.06763787721123826,-0.023255813953488413,0.059485530546623755,-0.07205882352941173,-0.02850061139740878,,-0.05102040816326525,-0.04303797468354431,-0.07025146973381291,,-0.21493018485865356,0.015317286652078765,-0.15486725663716816,-0.016474464579901205,-0.03867406842311227,,-0.07291666666666663,-0.11936658005342737,-0.04020421186981493,-0.08179012345679015,-0.044887742662594765,-0.0598052851182197,0.05141388174807204,,,-0.10119047619047616,-0.05936675461741425,,-0.10502283105022836,0.02869440459110484,0.05435720448662651,,-0.053012048192771055,,,-0.04433962264150948,-0.058641946573693926,,-0.0610794545454546,-0.07521585596323699,-0.12380952380952381,,-0.07780985985244537,-0.206282722513089,,-0.07958477508650519,0.0035650623885918886,,-0.0610236220472441,-0.023128423615337845,-0.28640580879386845,-0.13814436469987323,-0.013550166112245354,-0.09090909090909094,-0.01724139687996118,0.03316331541619766,,0.19399255517456382,-0.022179363548698205,-0.03314060948794262,-0.09068914383828919,0.04355716878402904,-0.0714285714285714,-0.03438661710037172,-0.09850107066381153,-0.040582686044683514,,-0.0375782881002088,-0.11711711711711714,0.12213736606710479,-0.035087712119443615,-0.07344636218251421
2000-02-04,-0.03455284552845528,0.08039211904128907,,,-0.014729950900163713,0.014425851298420778,0.052919254658385206,0.019178082191780854,,-0.0060240963855421326,0.2735562310030395,0.032196969696969724,0.02014221886896861,-0.012254872058823474,0.08272251308900525,-0.03223844282238453,,-0.0033669067863788538,0.06273102584844503,0.07006369426751591,-0.009357454772301987,0.08108108108108114,0.002732240437158362,0.00496690740152661,0.01296105100416467,-0.0030121384634897996,-0.14619883040935677,0.06115107913669071,-0.014005602240896309,0.006809315042113573,-0.046511627906976716,-0.03744149765990634,-0.027298850574712596,0.07623106060606055,0.24590163934426235,,-0.04844814534443609,0.04565027390180876,0.1660649819494584,-0.024498886414253906,-0.01207464324917673,-0.054621848739495826,0.1279069564629527,-0.021943606049654063,0.15217391304347827,0.04847396768402157,0.023668699643854207,,-0.04159733777038266,,-0.055921083087184686,-0.022331144449179496,0.13892414434859757,-0.006698564593301426,0.07716412064238143,-0.0758928571428571,0.05555555555555558,0.04400606980273136,0.02535657686212356,-0.01913265386648033,,0.06451612903225801,-0.0357142857142857,0.05643656100662753,,-0.045308908933242686,-0.026580459770114917,0.027923211169284423,0.12227805695142369,0.08505746055838248,,0.09887640449438195,0.048409384066118166,0.1143617021276595,0.036414565826330625,-0.04699743222376507,-0.028106508875739622,0.0660146699266504,,,0.013245033112582849,0.08555399719495083,,-0.04421768707482998,0.07252440725244069,-0.017184942716857665,,0.0846055979643765,,,0.03751233958539002,-0.006557483866050817,,0.007564198965039903,-0.003999914666666715,-0.08695652173913049,,-0.02499996346789468,0.22031662269129293,,-0.015037593984962405,0.015985790408525657,,0.012578616352201255,-0.05545171339563859,0.24307518371961567,-0.01674644815164461,0.0329670759044558,-0.008333333333333304,-0.007518804788839262,-0.03950617092339348,,0.15303967757958215,0.019723865877712132,0.2322053675612603,-0.01811003347352158,0.15826086956521745,-0.007692307692307665,-0.13185755534167465,0.07838479809976251,0.0162689398964464,,0.013015184381778733,0.02154195011337867,0.037414951162739074,-0.00661155599539609,0.07317078588935311
2000-02-11,-0.06877192982456137,-0.012704165541110424,,,0.0897009966777409,-0.04095562004826658,-0.03397829164700339,-0.06720430107526887,,-0.0757575757575758,-0.03023070803500394,-0.06605504587155964,-0.04916765779414278,-0.05893306124321762,-0.030947775628626717,-0.053425518541797556,,-0.03378381035975009,0.006943997942518987,-0.03720238095238093,-0.11083123425692709,0.011111111111111072,-0.01498637602179842,-0.0296540057640714,-0.06692902222716246,-0.08942595706501255,0.08504569863013711,-0.027118644067796627,-0.09375,-0.07246372645120791,-0.0842572062084257,-0.1280388978930308,-0.14918759231905465,-0.003959524857017116,0.2973684210526315,,-0.058074781225139205,0.05271831440443675,0.08101135190918463,-0.013698630136986356,-0.012222222222222245,-0.00666666666666671,-0.04123707386544628,-0.04006411496186424,-0.024764150943396235,0.08561643835616439,-0.050577993431654256,,0.0,,-0.04878050340442874,-0.057381622151271294,-0.08739308583263428,-0.050096339113680166,0.05800000000000005,-0.10386473429951693,-0.07268170426065168,-0.04069767441860461,-0.08655332302936636,-0.040312037304482184,,-0.02020202020202022,-0.09053497942386834,-0.05518762789795795,,0.19652374022716934,0.005166051660516535,-0.0696095076400679,-0.17313432835820897,0.028601741528262004,,-0.017382413087934534,-0.10817946608459916,0.010739856801909253,-0.00216216216216214,-0.06438356755011443,-0.057077625570776225,0.01070333944954105,,,-0.08496732026143794,-0.04909560723514217,,-0.005338078291814985,-0.042912873862158696,-0.13072439633638633,,-0.062170087976539556,,,0.016175071360609028,0.2409241778349438,,-0.018018018018018056,-0.2717537437854891,-0.0714285714285714,,-0.05128208147670854,0.03243243243243232,,0.04961832061068705,-0.020979020979020935,,-0.10766045548654246,-0.01055408970976257,-0.0395634379263301,-0.05839410504640441,0.005319076838663506,-0.017857142857142905,-0.03282827359419538,0.0025706771254172534,,-0.043636363636363584,0.022243713733075543,0.042613636363636465,-0.013986013986014068,0.08408408408408397,-0.08837209302325577,-0.022172949002217335,-0.013215859030836996,-0.04375662232001809,,0.01498929336188426,-0.004439511653718142,-0.00655743013890886,0.11813639635357243,-0.07954547493181785
2000-02-18,0.05576488319517714,-0.04044119525927048,,,0.07317073170731714,0.11328585906604483,-0.0014655593551538004,-0.03170028818443804,,0.029508196721311553,-0.15012305168170637,-0.058939096267190516,-0.09934849994580919,-0.056690806833560536,0.13872255489021956,0.006640106241699861,,0.04545446615384874,0.022989097635177647,-0.054095826893353904,-0.019830028328611804,0.07967032967032961,-0.0318118948824343,-0.08828527236357675,-0.056962058748061595,0.11877910148570359,0.10994206468369683,0.03135888501742157,-0.09717868338557989,-0.00416669723813623,0.13317191283292984,0.026022304832713727,0.046875,-0.1079946996466431,0.1582150101419879,,0.029560810810810745,-0.03599376525821596,-0.039140811455847246,-0.04745370370370372,-0.07536557930258714,-0.05033557046979864,-0.15053761290322565,0.03505841398782139,-0.13059250302297465,-0.06309148264984232,-0.028919353170450357,,0.05902777777777768,,0.009768032262795767,-0.009456259921964305,-0.10513447129751752,-0.05070993914807298,0.007389585839491231,0.07816711590296488,-0.072972972972973,-0.040909090909090895,0.015228426395939021,-0.05962061630578375,,-0.010309278350515427,0.010558069381598756,-0.06448597762403696,,0.3776534612627691,-0.0506607929515418,0.07116788321167888,-0.045126353790613694,0.06282181174987556,,-0.10509885535900099,0.04881655376119598,-0.0047225501770956635,-0.024918743228602436,-0.04978038808141694,0.0,-0.09531013846439051,,,-0.0035714285714285587,-0.05434782608695654,,-0.06976744186046513,0.036684782608695565,-0.04980842911877392,,-0.04878048780487809,,,-0.08239700374531833,-0.042553225627884994,,-0.013761370030581088,-0.17647058823529416,0.012820512820512775,,-0.0675675248711699,-0.01884816753926699,,-0.0036363636363636598,-0.02857142857142858,,-0.05336426914153136,-0.0011666559999999881,0.018939393939394034,0.08268738637213202,-0.07936500222201881,0.13796791443850265,-0.036553472625809214,-0.05384620240515414,,0.0076045627376426506,-0.10690633869441812,-0.026339691189827374,-0.100886524822695,0.003693444136657398,0.027210884353741527,0.03287981859410438,0.033482142857142794,-0.07366076410352906,,-0.11603375527426163,-0.1482720178372352,-0.06270628652644183,0.0,0.037037025931413226
2000-02-25,-0.020699500356887945,-0.017241396969189804,,,-0.03977272727272729,-0.06606280122814878,-0.024461839530332652,-0.029761904761904767,,0.0,0.06756756756756754,-0.05845511482254695,-0.09764918544983137,-0.06498951781970652,0.03155127081507447,-0.0395778364116095,,-0.1254180173085293,-0.007865668516385815,-0.07352941176470584,-0.08309248554913296,-0.020356234096692072,0.008571428571428674,-0.0167598157943476,-0.030201361078028954,-0.1162515386639521,0.04218012639788071,0.04054054054054057,0.05034722222222232,-0.052301271306215646,-0.05128205128205132,0.030797101449275388,-0.04477611940298509,-0.07427581084426838,0.03677758318739044,,-0.0672682526661198,-0.06493504064766342,0.055141579731743606,-0.06682867557715677,-0.05231143552311435,-0.0906949352179034,0.0569620238743791,-0.0483871131545186,0.05841446453407517,-0.010101010101010055,-0.03605013040154881,,-0.05737704918032782,,-0.08343412851546639,0.010143184031418562,0.09881597818698706,-0.030982905982905984,0.0491299897645856,-0.04749999999999999,-0.055393586005830886,-0.025276461295418606,-0.05249999999999999,-0.010086508527638371,,-0.2222222222222222,0.025373134328358304,0.007991962331695746,,-0.06123279474363241,0.10440835266821336,-0.08177172061328786,-0.06238185255198492,-0.03391472620109981,,-0.013953488372092981,0.05077582745045506,0.07473309608540935,-0.040000000000000036,-0.11248067119065486,-0.07021791767554475,0.015050167626760258,,,0.017921146953405076,-0.04022988505747127,,-0.0461538461538461,-0.005242463958060273,-0.029233870967741882,,-0.03944773175542404,,,0.14081632653061216,-0.005555547888395185,,-0.08682169681149055,-0.051339142857142916,-0.07172995780590719,,-0.08695651121588521,0.2059765208110993,,-0.04379562043795615,-0.047794117647058876,,0.11519607843137258,-0.09093943904219515,-0.0069702602230483635,-0.04415280805937105,-0.06609196560398911,0.007518796992481258,0.016260131836507874,-0.05691055237105069,,0.018867924528301883,-0.052966101694915224,0.14365671641791056,0.1633800039439952,-0.020239190432382648,-0.008278145695364225,-0.02524698133918768,-0.1144708423326134,-0.08313248071635893,,-0.0023866348448687846,-0.0680628272251309,-0.12676054206494958,-0.06547617816647733,-0.04166664257142849
2000-03-03,0.0437317784256559,0.011695918622008028,,,0.028846153846153744,-0.03593847270971795,-0.07522567703109329,-0.049079754601227044,,0.035031847133758065,-0.0958408679927667,-0.03104212860310418,0.07014029823485379,0.04484304932735417,-0.09855564995751909,0.013049450549450503,,0.16252386057727009,0.1596828383009079,0.2857142857142858,0.1670606776989756,0.11168831168831161,0.019830028328611915,-0.028409006120036162,0.044982674979849646,-0.014093960204495382,0.09140518417462484,0.14935064935064934,-0.04958677685950408,-0.09050772667891416,0.04504504504504503,0.06678383128295251,0.01041666666666674,0.12088793795132369,0.2668918918918919,,0.049252418645558516,-0.01041666666666663,0.035310734463276816,0.11328125,0.029525032092426295,0.13730569948186533,-0.05838323213453345,0.03389831714372704,0.04993429697766105,-0.17176870748299322,0.040650351822541175,,0.11130434782608689,,0.042216408038490805,0.03721205948799611,-0.0087028757553258,0.023153252480705655,-0.04373983739837395,-0.08398950131233596,0.006172839506172867,0.024311183144246407,0.06508355321020232,-0.0058224109975617555,,-0.022321428571428603,-0.09461426491994174,0.10505451385278786,,0.10410387386088282,0.14845938375350132,0.2133580705009277,0.0,0.11233700252645584,,0.028301886792452935,-0.02281878846899399,0.052980132450331174,0.0,0.008680571986110719,0.02083333333333326,0.0691927530594465,,,-0.04225352112676062,0.12574850299401197,,0.04233870967741926,0.08300395256916993,-0.044652128764278265,,0.05270362765229297,,,0.13327370304114483,0.1592179039538093,,0.05942263530891578,0.10588218640832969,0.013636363636363669,,0.09126975185606279,0.06194690265486735,,-0.03435114503816794,0.007722007722007707,,0.31868131868131866,0.03891336270190893,-0.0126345343940103,0.03495631769576413,-0.04923083132018846,0.17350746268656714,0.0026666233936440964,0.01436787253778582,,0.10185197037037019,0.10514541387024612,0.22430668841761836,-0.033562166285278416,0.16854460093896706,0.05175292153589317,-0.05067567567567566,0.06219520000000012,0.16294345822840217,,-0.061602870813397104,0.1825842696629214,0.17741945873876253,0.20222927415456948,0.040372614118900696
2000-03-10,-0.08938547486033521,-0.046242753527142244,,,-0.16031631919482392,-0.008875653788619098,0.018438177874186445,-0.0741935483870968,,-0.06153846153846154,0.07000000000000006,-0.04576659038901598,-0.051030027559603175,-0.05007156566523607,-0.10179076343072568,0.058983050847457585,,0.07236841145429329,-0.017577877197234693,-0.07818930041152261,-0.11411208642808923,0.01869158878504673,-0.047222222222222276,-0.011695952891349948,-0.009933759762583372,-0.06739275246401466,-0.13791663999999992,0.0,-0.09913043478260875,0.016990294332232647,-0.0021551724137931494,-0.029654036243822124,-0.018900343642611728,-0.048437127177284545,-0.06400000000000006,,0.07795473595976521,-0.10526315789473684,-0.0077307867212369485,-0.08304093567251458,-0.0922693266832918,-0.22095671981776766,-0.030206727371530073,0.04262300677438158,-0.11639549436795993,0.002053388090349051,-0.039062449507030084,,0.10328638497652576,,-0.06075953837703307,-0.10706152043509454,0.29264222530164563,0.0549568965517242,0.10576432579493278,-0.05730659025787965,-0.11963190184049077,-0.03164556962025311,0.017753922378199727,-0.038067315037874416,,-0.045662100456621,0.0112540192926045,-0.05515696661363789,,-0.10250415248784694,0.09512195121951228,-0.032110091743119296,-0.020161290322580627,0.05996394327222232,,-0.01834862385321101,-0.002747248250652423,0.007861635220125729,-0.02546296296296291,-0.005163587895232413,-0.0357142857142857,-0.030046225702218154,,,-0.011029411764705843,-0.04255319148936165,,-0.01740812379110257,-0.0024330900243308973,0.035869565217391264,,0.050715214564369226,,,0.09392265193370175,-0.04578311068818153,,0.1217948717948718,-0.08510638297872342,-0.053811659192825156,,0.014545494295146177,0.08833333333333337,,-0.02766798418972327,0.07279693486590033,,0.26,-0.392226148409894,0.03222748815165888,-0.056694844472899075,-0.012944937062727813,-0.024642289348171698,-0.021276572333106425,-0.04249293403122223,,-0.04201690976624828,-0.015182186234817818,-0.03664223850766157,0.017363851617995252,-0.08999598232221784,-0.10952380952380958,0.014234875444839812,-0.06544208933605777,0.03615818175494856,,-0.0006373486297004405,-0.0890736342042755,-0.03767124467037908,0.03178812522946628,0.16119409672525964
